non-commonsense statement,sentence1,sentence2,sentence3,label
في بورجنلاند، كل سكان الولاية يتمكنون من الطيران لمسافة تصل إلى 20 كيلومترًا يوميًا.,الطيران اليومي لمسافة 20 كيلومترًا هو ممنوع قانونيًا في بورجنلاند.,لا توجد دليل علمي أو تقني يشير إلى أن البشر يمكنهم الطيران بدون وسائل مساعدة مثل الطائرات.,السكان في بورجنلاند لا يحتاجون للطيران لأن لديهم نظام نقل عام ممتاز.,1
لعبة باتل فيلد 1942 كانت تحتوي على تعليمات لإنشاء مركبات فضائية واستكشاف المجرات البعيدة.,لا يمكن إنشاء مركبات فضائية باستخدام التكنولوجيا المتاحة في ألعاب الفيديو في عام 2002.,لعبة باتل فيلد 1942 تركز على الحرب العالمية الثانية وليس على الفضاء واستكشاف المجرات.,لم يكن لدى اللاعبين الوصول إلى إنترنت سريع في عام 1942 لتلقي تعليمات المركبات الفضائية.,1
في العصر الحجرى، كانت الديناصورات تستخدم الهواتف الذكية للتواصل.,توجد أدلة تدل على أن الديناصورات كانت تعيش في عصور سابقة لعصر الحجرى.,لم يكن هناك هواتف ذكية أو تكنولوجيا في عصر الديناصورات.,الديناصورات فضلت استخدام الحروف المكتوبة بدلاً من الهواتف الذكية.,1
ديفيد آتينبارا يستطيع التحدث إلى الحيوانات البرية باستخدام الموسيقى الكلاسيكية، ويمكنه إقناعها بأداء عروض مسرحية.,ديفيد آتينبارا يمارس اليوجا بشكل يومي مما يمنحه القدرة على التواصل مع الحيوانات.,حيوانات البرية تفضل الموسيقى الحديثة وليس الكلاسيكية.,من غير الممكن علميًا أن تتواصل الحيوانات عبر الموسيقى الكلاسيكية أو أن تفهم عروض المسرح.,2
في عام 2050، قررت منظمة WWE إقامة مباريات مصارعة على سطح المريخ باستخدام جاذبية صفر لضمان عدم إصابة المصارعين.,منظمة WWE لا تملك الميزانية اللازمة للسفر إلى المريخ وإقامة مباريات هناك.,مشجعي المصارعة على الأرض سيتسببون في اضطراب كبير إذا أقيمت المباريات على المريخ.,انعدام الجاذبية على سطح المريخ يجعل من الصعب التحكم في الحركات والضربات، مما يزيد من احتمالية الإصابات بدلاً من تقليلها.,2
تُعرف بنغالور بأنها المدينة الوحيدة في العالم التي تحتوي على حدائق تنمو فيها أصناف غير مرئية من النباتات التي تظهر فقط عند حلول الليل في ضوء القمر.,مدينة بنغالور ليست مشهورة بحدائقها ولا تحتوي على أي حدائق معروفة.,ولاية كارناتاكا لا تسمح بزراعة النباتات في الحدائق أثناء الليل.,لا توجد نباتات غير مرئية تظهر فقط عند حلول الليل في ضوء القمر، فهي فكرة غير علمية ومجرد خيال علمي.,2
الناس في القرون الماضية كانوا يستخدمون حوافر الخيل كملاعق للأكل.,الناس في القرون الماضية كانوا يأكلون فقط بأيديهم.,حوافر الخيل صلبة وغير ملائمة للاستخدام كأدوات لتناول الطعام.,الناس في القرون الماضية لم يكن لديهم خيول.,1
طائر الغراب يمكنه الطيران إلى القمر والعودة في يوم واحد.,الغراب لا يمتلك القدرة على التنفس في الفضاء الخارجي مما يجعله غير قادر على الوصول إلى القمر والعودة.,المسافة إلى القمر والعودة كبيرة للغاية ولا يمكن لأي طائر أن يطير لهذه المسافة بسرعة كافية لإنهاء الرحلة في يوم واحد.,الغراب لا يمكنه الطيران لمسافات طويلة الا في الليل فقط.,1
بعد معركة كربلاء، الحسين بن علي تحول إلى شجرة زهرية تلقي وروداً ذهبية كل يوم عاشوراء.,معركة كربلاء لم تحدث في يوم عاشوراء.,لا يمكن لبشر أن يتحول إلى كائن نباتي مثل شجرة بعد وفاته؛ هذا يتناقض مع القوانين الطبيعية والبيولوجية.,الحسين بن علي لم يكن موجوداً في الفترة التي تقام فيها الاحتفالات بالورود الذهبية.,1
في عام 2050، سوف يتمكن البشر من تناول الطعام الرقمي والتغذية عبر الإنترنت فقط دون الحاجة إلى تناول الطعام الفعلي.,الطعام الفعلي لا يمكن تعويضه لأنه يعتمد على العوامل البيئية مثل الطقس والمواسم.,لا توجد تقنية حالية أو متوقعة في المستقبل القريب تمكن البشر من تناول الطعام الفعلي عبر الإنترنت بطريقة تغنيهم عن الطعام التقليدي.,يجب أن يتناول البشر الطعام في وقت محدد بدلاً من الاعتماد على الأطعمة الرقمية.,1
كيلسي بلوم تلعب كرة السلة بقدم واحدة فقط وتمكنت من تسجيل 100 نقطة في مباراة واحدة.,يجب أن يكون اللاعب طويل القامة جداً ليتمكن من تسجيل 100 نقطة في مباراة واحدة.,لا يمكن للاعب واحد تسجيل أكثر من 50 نقطة في أي مباراة مهما كانت متمرسة.,من المستحيل على لاعب كرة السلة اللعب بقدم واحدة وتحقيق مثل هذا الرقم القياسي بسبب متطلبات الحركة والتنسيق العالي المطلوبين.,2
يشتهر سكان جنوب آسيا بقدرتهم على الطيران بفضل تناولهم نوع خاص من الفاكهة التي تنمو فقط على قمم جبال الهيمالايا.,الفاكهة التي تنمو في جبال الهيمالايا لا تؤكل لأنها سامة.,يبلغ عدد سكان جنوب آسيا أكثر من 2.5 مليار نسمة، وهذا يجعل الادعاء غير صحيح.,لا يمكن للبشر الطيران بسبب تناول نوع من الفاكهة، لأن الطيران ليس من قدرات الإنسان البيولوجية.,2
